prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/000A0AB7-8C18-E111-8034-99C5C577EEA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519569,UPT SATUAN PENDIDIKAN SDN MANARUWI I BANGIL,20519569,Satak No.28 A,MANARUWI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1950,421.3/604/424.051/2018,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,1.310 m2,1. Lainnya,2. Telkom Speedy,PLN,,0343743671,manaruwi1@yahoo.co.id,,-7.588907100000,112.793603600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40040BB7-8C18-E111-9124-85102DC12384,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519568,UPT SATUAN PENDIDIKAN SDN MANARUWI II BANGIL,20519568,Jl. Satak No 142,MANARUWI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,593/443/424.301.2.03/2017,30-12-1983,421.3/604/424.051/2018,30-12-1983,Lihat SK Operasional,2020-07-15 12,B,1.601 m2,1. -,2. Telkom Speedy,PLN,,0343743766,smanaruwi2@gmail.com,,-7.589600000000,112.794300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0980AB7-8C18-E111-A1D4-5F185B021E2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519575,UPT SATUAN PENDIDIKAN SDN MASANGAN BANGIL,20519575,Jl. Desa Masangan,MASANGAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903/..../2007,01-01-1955,423.1/.../2007,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,1.612 m2,1. -,2. Telkom Speedy,PLN,,,sdnmasangan_bangil@yahoo.co.id,,-7.595211700000,112.809765000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C01D0AB7-8C18-E111-A2F7-E759347CC41B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519019,UPT SATUAN PENDIDIKAN SDN POGAR I BANGIL,20519019,Jl. Sungkono No 36 Pogar Bangil,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903./..../2008,17-07-1918,423.1/.../2009,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,1.870 m2,1. -,2. Telkom Speedy,PLN,,,sdnpogar1@gmail.com,,-7.603001600000,112.774899800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0310AB7-8C18-E111-9409-CBD520C2826D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519018,UPT SATUAN PENDIDIKAN SDN POGAR II BANGIL,20519018,Jl. Jendral Sudirman No. 01,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Perbup Pasuruan No 172 Tahun 2021,31-12-2021,Perbup Pasuruan No 172 Tahun 2021,31-12-2021,Lihat SK Operasional,2022-09-14 14,B,2.250 m2,1. -,2. Telkom Speedy,PLN,,0343742601,sdn.pogar2@gmail.com,,-7.595700000000,112.771900000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20F00AB7-8C18-E111-91EE-11DD7DD1FBFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519017,UPT SATUAN PENDIDIKAN SDN POGAR III BANGIL,20519017,Jl. Pepaya No 386,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,PEMDA,01-01-1910,X,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,2.977 m2,1. Lainnya,2. Telkomsel Flash,PLN,0,0343744326,sdnpogar.03@gmail.com,http,-7.598757200000,112.773459100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70450AB7-8C18-E111-AFC4-6D97E0AF7042,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20518959,UPT SATUAN PENDIDIKAN SDN RACI I BANGIL,20518959,Jl Perikanan No 8,RACI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,TIDAK DITEMUKAN,05-04-1956,NOMOR 172 TAHUN 2021,31-12-2021,Silakan Upload SK (link file tidak valid) => [772126-782481--],2023-02-08 09,A,1.950 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,03436751380,sdnraci1@gmail.com,http,-7.604583300000,112.824283300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D01C2BAB-8C18-E111-81E5-B73EEA9DD918,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20518958,UPT SATUAN PENDIDIKAN SDN RACI II BANGIL,20518958,Jl. Pandelegan No. 53,RACI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,930/07/424.14.20.11/2008,01-01-1980,172 Tahun 2021,31-12-2021,Lihat SK Operasional,2023-02-01 11,B,2.040 m2,1. -,2. Telkom Speedy,PLN,,6432236,sdnraciloro@gmail.com,,-7.609349700000,112.838227500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80AE0AB7-8C18-E111-A751-1B39E0CA5E32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541792,UPT SATUAN PENDIDIKAN SDN TAMBAKAN BANGIL,20541792,Jl. Citra Karya No. 255,TAMBAKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,421.3/604/424.051/2018,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,1.190 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343745959,alfenzee@ymail.com,,-7.573700000000,112.796500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E009D8B9-8C18-E111-B2F9-1DAAC5EF8333,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519194,UPT SATUAN PENDIDIKAN SMPN 1 BANGIL,20519194,Jl. Pattimura No. 309 Bangil,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Nomor 172 Tahun 2021,01-06-1950,Nomor 172 Tahun 2021,08-11-2019,Lihat SK Operasional,2023-01-31 09,A,15.145 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,0343745111,0343741551,info@smpn1bangil.sch.id,http,-7.597042700000,112.777838300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5021D8B9-8C18-E111-B030-FFBAD809AACA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519170,UPT SATUAN PENDIDIKAN SMPN 2 BANGIL,20519170,JL.BADER NO.2,KALIREJO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,030/U/1979,17-02-1979,Perbup Pasuruan Nomor 172 Tahun 2021,21-12-2021,Lihat SK Operasional,2022-03-29 23,A,11.075 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,0343741977,0343741977,sempbada@gmail.com,http,-7.583491700000,112.793185000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3038D8B9-8C18-E111-9D15-9FDDAF4A1262,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519183,UPT SATUAN PENDIDIKAN SMPN 3 BANGIL,20519183,Jl. Dr. Sutomo No. 1 Bangil,DERMO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,16/Djpt/B-1/62,22-09-1962,0268/O/1991,29-05-1991,Lihat SK Operasional,2022-03-30 12,A,"3,740",1. Telkom Speedy,2. Telkom Speedy,PLN,0343741769,0343741769,smpn_3_bangil@yahoo.co.id,https,-7.601900000000,112.790800000000,42,460,325,24,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"38,698",23,1,1,2,25,9,0,8,19,0,15,8,7,35,0,32,10,9,8,2,2,4,10,7,13,29,8,8,8,23,0,0,0,1,0,0,0
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFA20241-57AC-403D-A1D5-BA38A8F1283B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877907,UPT SATUAN PENDIDIKAN SMPN 4 BANGIL SATU ATAP,69877907,Jl. Perikanan no.8,RACI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.3/408/HK/424.013/2012,16-07-2012,421.3/408/HK/424.013/2012,16-07-2012,Lihat SK Operasional,2022-03-28 09,B,0,1. -,2. Telkom Speedy,PLN,03436750758,03436750758,smpn4bangil.satap@gmail.com,,-7.604600000000,112.823900000000,15,93,53,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,600",4,0,0,2,10,2,0,3,8,1,6,0,4,11,0,10,5,2,3,3,3,0,2,2,5,10,2,2,2,3,0,1,3,0,0,0,0
